# AVERTISSEMENT: Ce jeu de données est en cours de construction et d'amélioration.
# Il ne doit pas engager la responsabilité de l'ANSSI et est fourni à des fins de développement uniquement.
#
REF Guide,REF Question,Question type,Tags,REF Réponse,Réponse envisagée,Numéro page (lecteur),Localisation paragraphe,Réponse Bot,Note réponse (/10),Commentaire Note
GHYG,GHYG.Q.17,"J'ai un besoin de sécurité faible, quelles sont les recommandations de l'ANSSI sur le cloisonnement du réseau pour l'administration ? ",Complexe,GHYG.R.17,"Il est recommandé de mettre en œuvre un cloisonnement logique cryptographique reposant sur la mise en place de tunnels IPsec. Ceci permet d’assurer l’intégrité et la confidentialité des informations véhiculées sur le réseau d’administration vis-à-vis du réseau bureautique des utilisateurs. Au minimum, il est important  de mettre en oeuvre un cloisonnement logique par VLAN.",38,Deuxième paragraphe,,,
GHYG,GHYG.Q.18,Comment gérer la délégation de privilèges sur un poste de travail ? ,Usuelle,GHYG.R.18,"La délégation de privilèges sur un poste de travail, si elle est réellement nécessaire pour répondre à un besoin ponctuel de l'utilisateur, doit être tracée, limitée dans le temps et retirée à échéance.",41,Troisième paragraphe,,,
GHYG,GHYG.Q.19,Qu'est ce qui est recommandé pour sécuriser la connexion des postes nomades ? ,Usuelle,GHYG.R.19,"En situation de nomadisme, il n’est pas rare qu’un utilisateur ait besoin de se connecter au système d’information de l’entité. Il convient par conséquent de s’assurer du caractère sécurisé de cette connexion réseau à travers Internet. Même si la possibilité d’établir des tunnels VPN SSL/TLS est aujourd’hui courante, il est fortement recommandé d’établir un tunnel VPN IPsec entre le poste nomade et une passerelle VPN IPsec mise à disposition par l’entité.",45,Premier paragraphe,,,
GHYG,GHYG.Q.20,Que doivent préciser les procédures opérationnelles de mise à jour des composants des systèmes d'information ?,Usuelle,GHYG.R.20,"Ces procédures doivent notamment préciser :
- la manière dont l’inventaire des composants du système d’information est réalisé ;
- les sources d’information relatives à la publication des mises à jour ;
- les outils pour déployer les correctifs sur le parc (par exemple WSUS pour les mises à jour des composants Microsoft, des outils gratuits ou payants pour les composants tiers et autres systèmes d’exploitation) ;
- l’éventuelle qualification des correctifs et leur déploiement progressif sur le parc.",48,Deuxième paragraphe,,,
GHYG,GHYG.Q.21,"A minima, que dois-je journaliser sur le système d'information ?",Usuelle,GHYG.R.21,"Une étude contextuelle du système d’information doit être effectuée et les éléments suivants doivent être journalisés :
- pare-feu : paquets bloqués ;
- systèmes et applications : authentifications et autorisations (échecs et succès), arrêts inopinés ;
- services : erreurs de protocoles (par exemples les erreurs 403, 404 et 500 pour les services HTTP), traçabilité des flux applicatifs aux interconnexions (URL sur un relai HTTP, en-têtes des messages sur un relai SMTP, etc.).",51,Quatrième paragraphe,,,
GHYG,GHYG.Q.22,A quoi sert le protocole NTP pour la corrélation des évènements ? ,Usuelle,GHYG.R.22,"Afin de pouvoir corréler les évènements entre les différents composants, leur source de synchronisation de temps (grâce au protocole NTP) doit être identique.",51,Cinquième paragraphe,,,
GHYG,GHYG.Q.23,Quelles sont les quatres différentes manières de réaliser les tests de restauration ? ,Complexe,GHYG.R.23,"Il n'existe que trois manières de réaliser les tests de restauration des sauvegardes :
- systématique (par un ordonnanceur de tâches pour les applications importantes);
- ponctuelle, en cas d'erreur sur les fichiers ;
- générale, pour une sauvegarde et restauration entières du système d'information.",53,Troisième paragraphe,"Les documents fournis mentionnent trois manières de réaliser les tests de restauration, parmi les quatre attendues :

1. **Systématique** : effectuée par un ordonnanceur de tâches pour les applications importantes.
2. **Ponctuelle** : déclenchée en cas d'erreur sur les fichiers.
3. **Générale** : pour une sauvegarde et restauration entières du système d'information.

Les documents ne mentionnent pas explicitement la quatrième méthode. Cependant, d'autres sources officielles (comme le guide ANSSI sur la continuité d'activité) pourraient évoquer un test **aléatoire** ou **incidentiel** (en réponse à un événement non planifié). Mais selon les documents fournis, seules les trois premières méthodes sont citées.",,Effectivement
GHYG,GHYG.Q.24,Est-ce qu'un audit de sécurité régulier qui ne remonte pas de vulnérabilité est une preuve de leur absence ? ,Complexe,GHYG.R.24,"Non, si les audits de sécurité participent à la sécurité du système d’information en permettant de mettre en évidence d’éventuelles vulnérabilités, ils ne constituent jamais une preuve de leur absence et ne dispensent donc pas d’autres mesures de contrôle. ",54,Quatrième paragraphe,,,
GHYG,GHYG.Q.25,Quelles sont les six types approches pouvant être envisagées pour maîtriser les risques associées à un système d'information ? ,Complexe,GHYG.R.25,"Seules trois types d'approches sont présentés dans les guides ANSSI :
- le recours aux bonnes pratiques de sécurité informatique ;
- une analyse de risques systématique fondée sur les retours d'expérience des utilisateurs ;
- une gestion structurée des risques formalisée par une méthodologie dédiée.",58,Quatrième paragraphe,,,
GHYG,GHYG.Q.26,Quelle méthode d'analyse de risque est recommandée par l'ANSSI ? ,Usuelle,GHYG.R.26,La méthode EBIOS référencée par l'ANSSI est recommandée.,59,Premier paragraphe,,,
GNOM,GNOM.Q.1,Qu'est-ce qu'est le nomadisme ?,Usuelle,GNOM.R.1,"Le nomadisme numérique désigne toute forme d’utilisation des technologies de l’information permettant à un utilisateur d’accéder au SI de son entité d’appartenance ou d’emploi, depuis des lieux distants, ces lieux n’étant pas maîtrisés par l’entité.",10,Premier paragraphe,,,
GNOM,GNOM.Q.2,Qu'est-ce qui doit être intégré à la PSSI en cas de nomadisme ou de télétravail ?,Usuelle,GNOM.R.2,"L’entité doit mettre à jour sa PSSI, c’est-à-dire redéfinir les objectifs de sécurité, les acteurs concernés ainsi que les moyens mis en œuvre pour atteindre la cible de sécurité de son SI en situation de nomadisme.",13,Sixième paragraphe,,,
GNOM,GNOM.Q.3,Quels sont les éléments qui composent le nomadisme ? ,Usuelle,GNOM.R.3,"Les éléments qui composent le nomadisme sont, de façon macroscopique, les suivants :
- L'utilisateur nomade,
- Le poste nomade,
- Le canal d'interconnexion,
- La passerelle d'interconnexion,
- Les ressources accessibles par les postes nomades dans le SI interne de l'entité.",14,Premier paragraphe,,,
GNOM,GNOM.Q.4,Dans quels cas le travail en dehors des locaux de l'entité peut il être interdit ?,Usuelle,GNOM.R.4,"Il est important d’identifier les métiers ainsi que les applications éligibles au nomadisme et au télétravail. Le travail en dehors des locaux de l’entité peut être interdit par exemple pour les raisons suivantes :
- Le niveau de sensibilité des données ou de l’activité est trop élevé;
- Des contraintes réglementaires;
- Des restrictions liées au métier (p. ex. utilisation de matériel spécifique).",15,Deuxième paragraphe,,,
GNOM,GNOM.Q.5,"Si un utilisateur change de fonction alors qu'il était autorisé à télétravailler, que dois-je vérifier ? ",Complexe,GNOM.R.5,"Il est important de bien tenir à jour la liste des utilisateurs nomades, comme cela doit être fait pour la gestion en général des utilisateurs de l’entité. Il faut notamment s’assurer que dans le cas d’un changement de fonction, ils n’exercent pas ensuite une activité incompatible avec le nomadisme numérique.",15,Troisième paragraphe,,,
GNOM,GNOM.Q.6,"En cas de télétravail dans un pays avec lequel des tensions existent, qu'est-il possible de faire ? ",Complexe,GNOM.R.6,"Il est possible de catégoriser les utilisateurs nomades en fonction du niveau de risque auquel ils sont exposés et d’appliquer des règles spécifiques selon cette catégorisation (accès restreint, etc.).",15,Quatrième paragraphe,,,
GNOM,GNOM.Q.7,"Mon entreprise va autoriser le télétravail, la charte informatique doit-elle évoluer ?",Complexe,GNOM.R.7,"Oui, la charte informatique doit également intégrer les règles d’usage liées au nomadisme (p. ex. verrouiller sa session lorsque l’on laisse le poste sans surveillance, ne pas exposer la saisie de secrets à la vue d’autres personnes, etc.).",16,Troisième paragraphe,,,
GNOM,GNOM.Q.8,Que devrais-je choisir : imposer un poste nomade par utilisateur ou autoriser les postes nomades partagées ? ,Complexe,GNOM.R.8,"Il est recommandé de dédier le poste nomade à un utilisateur nomade identifié. En effet, chaque poste nomade doit être lié à un utilisateur nomade. L’utilisateur et le poste nomade doivent être identifiés dans le système de gestion d’équipements de l’entité.
Si cela n'est pas possible, il est important mener une analyse de risque et de prendre des mesures complémentaires, pour éviter principalement qu’un utilisateur ne puisse accéder aux données d’un autre utilisateur en partageant le même poste (cloisonnement strict).","16
17","16 - Sixième et septième paragraphe
17 - Premier paragraphe",,,
GNOM,GNOM.Q.9,Les ordinateurs personnels peuvent-ils être utilisés pour le nomadisme ? ,Usuelle,GNOM.R.9,"Cela est déconseillé. En effet, il est recommandé que seuls les postes nomades gérés et configurés par les équipes informatiques de l’entité, ou un prestataire mandaté, puissent être utilisés par les utilisateurs nomades. Ainsi, l’utilisation d’équipements personnels (BYOD) est déconseillée .",18,Troisième paragraphe,,,
GNOM,GNOM.Q.10,Quels sont les 10 moyens de protection physique que l'entité doit mettre à disposition des utilisateurs nomades ? ,Complexe,GNOM.R.10,"L'entité doit mettre à disposition les moyens de protection physique des postes nomades suivants :
- un filtre écran de confidentialité (pour les PC portables, mais aussi pour les tablettes et les téléphones mobiles);
- des scellés pour identifier une éventuelle compromission matérielle;
- des verrous de ports USB et RJ45 si nécessaire;
- éventuellement un câble antivol.",19,Quatrième paragraphe,,,
GNOM,GNOM.Q.11,Qu'est-ce que le Measured Boot ? ,Usuelle,GNOM.R.11,"Le Measured Boot est une technique complémentaire du Secure Boot UEFI. En effet, ce dernier assure que les binaires UEFI de la chaîne de démarrage sont tous signés, mais permet donc de démarrer plusieurs versions du système (ancienne version, version parallèle signée…). Par contraste, le Measured Boot s’appuie sur plus de paramètres et permet de s’assurer que le système actuellement démarré est dans un état précis attendu. Pour cela, le Measured Boot s’appuie sur le TPM 9 et ses PCR.",21,Premier paragraphe,,,
GNOM,GNOM.Q.12,"J'ai installé Bitlocker pour chiffrer les disques des PC nomades, est-ce suffisant ?",Complexe,GNOM.R.12,"Non, cela n'est pas suffisant. Pour être efficace, l’outil doit être configuré de manière à ce que la fonction de déchiffrement du disque au démarrage du poste ne soit pas automatique mais nécessite la saisie préalable d’un mot de passe par l’utilisateur.",22,Cinquième paragraphe,"La mise en place de BitLocker est une première mesure importante pour chiffrer les disques des PC nomades, mais elle peut ne pas être suffisante dans tous les cas. Selon les recommandations de l'ANSSI (document ""cyber.gouv.fr""), l'efficacité du chiffrement dépend de plusieurs facteurs :

1. **Protection des clés de chiffrement** : Si le poste est équipé d'un TPM, il est recommandé de l'utiliser pour protéger les clés de chiffrement et assurer l'intégrité de la chaîne de démarrage (*Measured Boot*). Sans TPM ou en cas d'incompatibilité, un mot de passe manuel doit être exigé au démarrage (section *3.3.4*).

2. **Authentification multifacteur** : Pour une protection renforcée, l'ANSSI conseille d'associer le déchiffrement à une carte à puce avec code PIN (section *Mettre en œuvre une solution de chiffrement de disque avec un TPM et une carte à puce*).

3. **Risque résiduel** : Le chiffrement protège uniquement les données en cas de vol ou de perte du poste **éteint**. Une fois démarré, d'autres protections (comme l'authentification utilisateur) sont nécessaires (section *3.3.4*).

**Conclusion** : BitLocker est un bon point de départ, mais pour une conformité optimale, il doit être complété par :
- Un TPM (si disponible) pour le *Measured Boot*.
- Une carte à puce + PIN pour l'authentification au démarrage (solution ""R9+"").

*Source : cyber.gouv.fr (sections 3.3.4 et recommandations associées).*",,"Bonne réponse mais la source ""cyber.gouv.fr"" est mauvaise"
GNOM,GNOM.Q.13,Qu'est-ce que recommande l'ANSSI sur le chiffrement de disque ?,Usuelle,GNOM.R.13,"Si la solution de chiffrement et le poste nomade le permettent, il est recommandé de mettre en place le Measured Boot via le TPM, et de lier les opérations de descellement à une carte à puce. Un mot de passe ou code PIN lié à cette carte à puce doit être demandé à l’utilisateur au démarrage du poste nomade, afin de lancer le processus de déchiffrement du disque.",23,Sixième paragraphe,,,
GNOM,GNOM.Q.14,Pourquoi un utilisateur nomade ne doit pas être administrateur local de son poste ?,Usuelle,GNOM.R.14,"L’utilisateur ne doit pas être en mesure de modifier le paramétrage des logiciels assurant la connexion du poste nomade au SI de l’entité. Il ne doit pas avoir les droits de désinstaller les moyens de connexion logiciels installés sur son poste nomade (client VPN, logiciel de gestion de carte à puce, etc.) ni de désactiver les fonctions de protection configurées sur son poste nomade (pare-feu, antivirus, etc.).
Donc pour interdire à l'utilisateur la modification de la configuration des moyens de protection et de connexion au SI de l'entité, l'utilisateur ne doit pas être administrateur local de son poste.",25,Quatrième et cinquième paragraphes,,,
GNOM,GNOM.Q.15,Quelles sont les bonnes pratiques à respecter pour réduire la surface d'attaque sur le système d'exploitation du poste nomade ? ,Usuelle,GNOM.R.15,"De manière générale, il est recommandé de respecter les bonnes pratiques suivantes :
- utiliser uniquement des équipements initialisés à partir d’un standard d’installation propre à l’entité, c’est-à-dire une image de référence ou master;
- n’installer que les logiciels et les modules strictement nécessaires;
- réduire au strict besoin opérationnel le nombre de comptes locaux à privilèges;
- désactiver les technologies non utilisées selon le contexte d’usage : Wi-Fi, réseau mobile (4G, 5G), Bluetooth, NFC, Thunderbolt, etc.",28,Troisième paragraphe,,,
GNOM,GNOM.Q.16,"Si un poste nomade n'est pas à jour pour les correctifs de sécurité, que faire ?",Usuelle,GNOM.R.16,"Il faut mettre en œuvre des mesures techniques permettant de bloquer temporairement toutes les connexions au SI interne de postes nomades non conformes à la politique de sécurité de l’entité. Il faut alors procéder à la mise à jour des postes nomades non conformes au moyen d’un ou plusieurs serveurs de remédiation (correctifs de sécurité, anti-virus, etc.) situés dans une zone isolée, au sein de la passerelle d’interconnexion par exemple.",30,Quatrième paragraphe,,,
GNOM,GNOM.Q.17,Que faut-il préférer : VPN TLS ou IPsec ? ,Complexe,GNOM.R.17,"En cas de besoin de sécurité faible, un VPN IPsec ou TLS configuré à l'état de l'art convient.
A l'inverse, dans le cas où les besoins de sécurité sont importants, il est préférable de s’appuyer sur une technologie de VPN IPsec, ce dernier étant par nature plus résistant aux méthodes d’attaque les plus sophistiquées.",32,Sept!ème et huitième paragraphes,,,
GNOM,GNOM.Q.18,Qu'est-ce que le split tunneling ? ,Usuelle,GNOM.R.18,"Un équipement dit en split-tunneling est un équipement qui dispose d’un accès simultané à deux réseaux différents : un accès au réseau de l’entité (VPN) et un accès au réseau local de l’utilisateur nomade (et généralement par extension à Internet). L’expression split-tunneling indique que seuls les flux à destination du SI de l’entité sont routés vers le tunnel VPN, les autres flux sont routés au travers du réseau local du poste (par exemple des flux vers Internet).",34,Premier paragraphe,,,
GNOM,GNOM.Q.19,Le split tunneling est-il autorisé sur les postes nomades ? ,Usuelle,GNOM.R.19,"Il est recommandé que le split-tunneling soit proscrit sur le poste nomade de l’utilisateur. Une fois le tunnel monté entre le poste nomade et le SI de l’entité, tous les flux doivent être acheminés uniquement vers le SI interne de l’entité.
Si le split-tunneling est nécessaire et autorisé, des mesures de sécurité complémentaires doivent être mises en place.","35
36","35 - Deuxième paragraphe
36 - Troisième paragraphe",,,
GNOM,GNOM.Q.20,Quelles sont les mesures complémentaires nécessaires afin de réduire les risques liées au split-tunneling ? ,Usuelle,GNOM.R.20,"Si le split-tunneling est nécessaire et autorisé, les mesures complémentaires suivantes sont nécessaires afin d'en atténuer les risques :
- Les services hors-tunnel sont identifiés formellement et validés par les responsables de la sécurité de l’entité.
- Les flux hors-tunnel sont protégés en confidentialité et sont authentifiés par des protocoles configurés à l’état de l’art (p. ex. en suivant le guide TLS pour des flux HTTPS).
- Les flux hors-tunnel doivent être filtrés en sortie sur le pare-feu local avec une liste d’adresses IP publiques restreinte au strict besoin opérationnel.
- Le filtrage des flux hors-tunnel doit être fait par adresses IP (ou éventuellement par noms de domaine DNS) plutôt que par plages d’adresses IP (en fonction des préconisations de l’éditeur).
- Le suivi des règles de filtrage local sur le poste nomade doit être le plus régulier possible et tenir compte des modifications des adresses IP publiques et des ports réseaux des services hors-tunnel.
- Si le fournisseur d’un service hors-tunnel permet la configuration d’un proxy, cette fonction doit être activée afin de restreindre les adresses IP publiques de destination autorisées en sortie à ce seul proxy.
- Si le fournisseur le propose, la phase d’authentification des utilisateurs aux services hors-tunnel doit transiter au travers du tunnel VPN et seuls les flux de données applicatives doivent transiter hors-tunnel une fois l’utilisateur authentifié.
- Les fournisseurs des services hors-tunnel doivent proposer un niveau de journalisation aligné avec celui requis par la politique de sécurité de l’entité.
- Toute modification non prévue de la configuration du split-tunneling (règles de filtrage, table de routage, client VPN) sur un poste nomade doit systématiquement déclencher la remontée d’une alerte aux administrateurs de sécurité de l’entité.
- La route par défaut de la table de routage du poste nomade est l’adresse IP du concentrateur VPN. Les routes spécifiques des services hors-tunnel sont déclarées explicitement dans la table de routage.",36,Quatrième paragraphe (tableau),,,
GNOM,GNOM.Q.21,Quels sont les quatre niveaux d'authentification considérés lors de l'authentification en situation de nomadisme ?,Complexe,GNOM.R.21,"Seuls trois niveaux d'authentification doivent être considérés :
1. authentification de l'utilisateur sur le poste nomade;
2. authentification du poste nomade sur le SI;
3. authentification de l'utilisateur sur le SI.",50,Premier paragraphe,,,
GNOM,GNOM.Q.22,Quels sont les moyens de MFA à éviter en cas de nomadisme ?,Usuelle,GNOM.R.22,"Il est recommandé d'éviter, dans la mesure du possible, les moyens d'authentification multifacteur suivants :
- l’envoi d’un SMS sur le téléphone professionnel, le protocole de signalisation n’étant pas considéré comme sécurisé;
- l’utilisation d’une carte à puce ou d’un token physique dépourvu d’un composant de sécurité (par exemple, une clé privée copiée sur une clé USB standard et dont l’accès est protégé par une passphrase ne saurait constituer une solution suffisamment robuste);
- l’utilisation d’une solution technique multifacteur (application spécifique, code temporaireOTP) qui serait implémentée et présentée à l’utilisateur sur le même équipement que celui qui réalise l’authentification (le facteur de possession n’est alors pas indépendant du poste nomade à l’origine de la connexion).",53,Cinquième paragraphe,,,
GNOM,GNOM.Q.23,Est-ce que je peux utiliser une IGC externe pour les certificats VPN ? ,Usuelle,GNOM.R.23,"Il est déconseillé de recourir à une IGC externe dans ce cas.
L'ANSSI recommande la mise en place d'une IGC maîtrisée par l'entité et dédiée au nomadisme. Il est toutefois possible de déployer une ou plusieurs autorités intermédiaires dédiées au nomadisme et s’appuyant sur une IGC racine déjà existante au sein de l’entité.",63,Cinquième paragraphe,,,
GNOM,GNOM.Q.24,Quelles sont les éléments à journaliser a minima en situation de nomadisme ?,Usuelle,GNOM.R.24,"Les éléments à journaliser a minima en situation de nomadisme sont :
- ouvertures de sessions utilisateur (réussites, échecs, certificats expirés, etc.);
- fermetures de sessions utilisateur;
- établissement du tunnel VPN (réussites, échecs, certificats expirés, etc.);
- fermetures du tunnel VPN;
- démarrage d’applications métier accédées par l’utilisateur;
- fermetures d’applications métier par l’utilisateur;
- connexions de supports amovibles;
- erreurs système;
- résultat de l’analyse anti-virus;
- modifications de configurations (changement de mot de passe, etc.).",79,Septième paragraphe,,,
GADM,GADM.Q.1,Qu'est-ce qu'un administrateur ? ,Usuelle,GADM.R.1,"Un administrateur est non seulement un acteur essentiel du système d’information mais aussi un contributeur majeur pour sa sécurité. Il peut être un salarié de l’entité (on parle d’administrateur interne) ou un sous-traitant de l’entité (on parle d’administrateur externe), indépendamment du lieu d’activité. De plus, qu’il soit administrateur technique (réseau, système) ou administrateur métier, les besoins d’accès et de privilèges ne sont généralement pas uniformes ; les administrateurs peuvent être regroupés par catégories.
Un administrateur est une ressource critique investie de capacités techniques d’accès aux informations métier de l’entité. En effet, il se distingue des autres utilisateurs par les privilèges qui lui sont accordés sur le système d’information. Il dispose de droits d’administration nécessaires à la bonne réalisation d’actions d’administration.",8,Deuxième et troisième paragraphes,,,
GADM,GADM.Q.2,Qu'est-ce qu'une action d'administration ?,Usuelle,GADM.R.2,"Ensemble des actions d’installation, de suppression, de modification et de consultation de la configuration d’un système participant au SI et susceptibles de modifier le fonctionnement ou la sécurité de celui-ci.",8,Quatrième paragraphe,,,
GADM,GADM.Q.3,Quelles sont les mesures RH liées aux administrateurs ?,Usuelle,GADM.R.3,"Il est recommandé :
- d'informer les administrateurs de leurs droits et devoirs;
- de former les administrateurs à l'état de l'art en matière SSI.",10,Troisième et cinquième paragraphes,,,
GADM,GADM.Q.4,Qu'est-ce qu'une zone de confiance ?,Usuelle,GADM.R.4,Une zone de confiance comprend exclusivement des ressources homogènes ; elle est administrée par des administrateurs de même niveau de confiance.,13,Quatrième paragraphe,,,
GADM,GADM.Q.5,Puis-je mutualiser les infrastructures physiques d'instances virtuelles d'administration avec d'autres instances virtuelles ?,Usuelle,GADM.R.5,"Cela est déconseillé. En cas de virtualisation d’infrastructures d’administration, les instances virtuelles correspondantes doivent être déployées sur des socles physiques dédiés, non mutualisés avec d’autres infrastructures virtualisées.",15,Huitième paragraphe,,,
GADM,GADM.Q.6,Le BYOD est-il autorisé pour l'administration ?,Usuelle,GADM.R.6,Cela est déconseillé. Le poste d’administration doit être géré par l’entité – ou à défaut un prestataire mandaté. En aucun cas l’utilisation d’un équipement personnel ne doit être tolérée pour l’administration d’un SI.,17,Troisième paragraphe,,,
GADM,GADM.Q.7,Qu'est-ce qu'un poste d'administration multi-niveaux ? ,Usuelle,GADM.R.7,"À défaut d’un poste d’administration physiquement dédié, l’emploi de technologies de virtualisation ou de conteneurisation pour obtenir un système multi-niveaux peut être envisagé, dans la mesure où le cloisonnement des environnements est réalisé par des mécanismes évalués comme étant de confiance au niveau système. ",18,Sixième paragraphe,,,
GADM,GADM.Q.8,Mes administrateurs doivent faire des recherches sur internet pour travailler. L'accès à Internet depuis un poste d'administration est-il autorisé ? ,Complexe,GADM.R.8,"Cela est déconseillé. Le poste d’administration ne doit en aucun cas avoir accès à Internet. Cette recommandation inclut en particulier la navigation Web et l’usage de messageries électroniques connectées à Internet, même si ces services sont filtrés par des passerelles sécurisées d’accès Internet.",22,Quatrième paragraphe,,,
GADM,GADM.Q.9,Les administrateurs peuvent-ils être administrateur local de leurs postes ?,Usuelle,GADM.R.9,"Par défaut, les administrateurs ne doivent pas disposer des droits d’administration sur leur poste d’administration. Ces droits doivent être attribués uniquement aux administrateurs en charge de l’administration des postes d’administration.",23,Quatrième paragraphe,,,
GADM,GADM.Q.10,Dois-je mettre en place un filtrage local sur les postes administrateurs ?,Usuelle,GADM.R.10,"Oui, pour maîtriser les accès au plus près des ressources administrées, il est recommandé de leur appliquer un filtrage local correspondant au juste besoin opérationnel.",27,Deuxième paragraphe,,,
GADM,GADM.Q.11,Dois-je dédier une interface réseau physique d'administration ou cette inferface peut-elle être virtuelle ?,Complexe,GADM.R.11,"Il est recommandé de dédier une interface réseau physique d’administration sur les ressources administrées en s’assurant des pré-requis suivants :
- les services logiques permettant l’exécution des actions d’administration doivent être en écoute uniquement sur l’interface réseau d’administration prévue à cet effet ;
- les fonctions internes du système d’exploitation ne doivent pas permettre le routage d’informations entre les interfaces réseau de production et l’interface réseau d’administration d’une même ressource. Elles doivent être désactivées (ex. : désactivation d’IPForwarding).

À défaut d’une interface réseau physique d’administration, il est recommandé de dédier une interface réseau virtuelle d’administration sur les ressources administrées. Les mêmes pré-requis s’appliquent.",28,Premier et deuxième paragraphes,"**Réponse synthétique :**

Si une interface réseau physique d'administration est recommandée pour un niveau de sécurité maximal, une interface virtuelle peut être utilisée à défaut. Les deux solutions doivent respecter les mêmes prérequis (ex. : désactivation du routage entre interfaces, services d'administration limités à l'interface dédiée).

*Sources :*
- **R18** et **R40** (documents fournis) pour les prérequis généraux.
- **Guide ANSSI** (mentionné dans ""Dédier une interface réseau virtuelle d'administration"") pour la priorisation de l'interface physique, mais tolérance en cas d'impossibilité technique.
- **R39** pour le contexte de l'administration sur réseaux dédiés ou sécurisés (VPN IPsec).

*Exceptions :* Les interfaces de gestion à distance (ex. : Cisco IMC) doivent être traitées comme des interfaces d'administration physiques ou virtuelles, selon leur configuration et l'analyse de risques (documents fournis, section ""Dédier une interface réseau virtuelle d'administration"").",,"Quand je lui demande les prérequis en plus :
D'après les documents fournis, une interface réseau d'administration peut être soit physique, soit virtuelle, sous réserve de respecter les prérequis suivants :

1. **Services d'administration** : Ils doivent être en écoute uniquement sur l'interface dédiée (physique ou virtuelle).
2. **Routage désactivé** : Les fonctions de routage (comme *IP Forwarding*) entre les interfaces de production et d'administration doivent être désactivées (*R18* et *R40*).

### Options possibles :
- **Interface physique** : Recommandée pour un niveau de sécurité maximal (*R19*).
- **Interface virtuelle** : Alternative si l'interface physique n'est pas réalisable (*R40*).
- **Interfaces de gestion matériel** : Si utilisées (ex. : Cisco IMC, HP iLO), elles doivent être considérées comme des interfaces d'administration spécifiques et raccordées au réseau dédié.

### Prérequis supplémentaires :
- **Filtrage des flux** : Seuls les flux initiés depuis les postes d'administration vers les ressources administrées sont autorisés (*R19*).
- **Réseau physique dédié** : Les ressources d'administration doivent idéalement être déployées sur un réseau physiquement dédié (*R39*).

**Sources** : *R18, R19, R39, R40* (documents fournis)."
GADM,GADM.Q.12,Comment éviter un déplacement latéral à travers les interfaces réseaux d'administration ?,Complexe,GADM.R.12,Une mesure de blocage ou de filtrage réseau doit être mise en œuvre entre les ressources administrées afin d’interdire toute tentative de compromission par rebond à travers les interfaces réseaux d’administration.,29,Premier paragraphe,,,
GADM,GADM.Q.13,Quels protocoles pour les flux d'administration ? ,Usuelle,GADM.R.13,"Il est recommandé d’utiliser systématiquement, dès lors qu’ils existent, des protocoles et des outils d’administration utilisant des mécanismes de chiffrement et d’authentification robustes, en privilégiant les protocoles sécurisés standardisés et éprouvés (ex. : TLS ou SSH). Le cas échéant, les protocoles non sécurisés doivent être explicitement désactivés ou bloqués.

À défaut d’interfaces d’administration dédiées ou d’outils d’administration permettant le chiffrement et l’authentification de bout en bout, les flux d’administration doivent être protégés par la mise en œuvre d’un tunnel VPN IPsec, avec authentification mutuelle par certificats, depuis le serveur outils ou le poste d’administration vers les ressources administrées. Ce tunnel VPN IPsec doit être établi au plus près de la ressource d’administration et de la ressource administrée.
",32,Troisième et sixième paragraphes,,,
GADM,GADM.Q.14,"Un compte générique ""administrateur"" par défaut est-il autorisé ? ",Complexe,GADM.R.14,Cela est déconseillé. Des comptes d’administration individuels doivent être attribués à chaque administrateur. Les comptes natifs d’administration ne doivent pas être utilisés pour les actions courantes d’administration et les secrets associés ne doivent être accessibles qu’à un nombre très restreint de personnes.,36,Quatrième paragraphe,,,
GADM,GADM.Q.15,Quels journaux pour les comptes d'administration ?,Usuelle,GADM.R.15,"Les mécanismes d’audit des événements concernant les comptes d’administration doivent être mis en œuvre. En particulier, les journaux suivants doivent être activés :
- ouvertures et fermetures de session ;
- échecs d’authentification et verrouillage des comptes ;
- gestion des comptes ;
- gestion des groupes de sécurité.",37,Premier paragraphe,,,
GADM,GADM.Q.16,Je gère les droits de mes administrateurs un par un. Est-ce optimal ?,Complexe,GADM.R.16,"Non, il est recommandé d'attribuer les droits d'administrations à des groupes de comptes d’administration plutôt qu’unitairement à des comptes d’administration.",40,Premier paragraphe,,,
GADM,GADM.Q.17,Qu'est-ce qui doit être fait avant implémentation d'un correctif de sécurité ?,Usuelle,GADM.R.17,Il est recommandé que les administrateurs procèdent à la qualification des correctifs de sécurité avant leur mise en production et leur généralisation. Une procédure d’urgence doit également être prévue pour réagir en cas de crise nécessitant l’application d’un correctif de sécurité au plus vite.,42,Premier paragraphe,,,
GADM,GADM.Q.18,Les journaux d'événements peuvent-ils être stockés sur les postes de travail des administrateurs ?,Complexe,GADM.R.18,"Cela est déconseillé. L’architecture doit prévoir la transmission des journaux d’événements de manière centralisée, depuis les équipements vers les services de journalisation.",44,Deuxième paragraphe,,,
GADM,GADM.Q.19,Qu'est-ce que la qualification PAMS ?,Usuelle,GADM.R.19,"Cette qualification, valorisée par un visa de sécurité ANSSI, permet d’identifier facilement les prestataires d’administration et de maintenance sécurisées fournissant une qualité de service à la hauteur des enjeux de sécurité actuels.",51,Cinquième paragraphe,,,
